MONGODB | Topology type 'unknown' initializing.
MONGODB | Server localhost:27017 initializing.
MONGODB | Topology type 'unknown' changed to type 'single'.
MONGODB | Server description for localhost:27017 changed from 'unknown' to 'standalone'.
MONGODB | There was a change in the members of the 'single' topology.
MONGODB | localhost:27017 | triresults_development.delete | STARTED | {"delete"=>"races", "deletes"=>[{"q"=>{}, "limit"=>0}], "ordered"=>true}


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:10:03 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.01201s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.031686s
Overwriting existing field _id in class RacerInfo.
  Rendered races/show.html.erb within layouts/application (259.7ms)
Completed 200 OK in 640ms (Views: 514.2ms | ActiveRecord: 0.0ms)


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:10:04 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:10:04 -0400


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:10:04 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:10:04 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:10:04 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:11:19 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002003s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.031996s
  Rendered races/show.html.erb within layouts/application (216.0ms)
Completed 200 OK in 495ms (Views: 474.2ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:11:19 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:19 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:20 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:20 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:20 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:11:34 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002995s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.022003s
  Rendered races/show.html.erb within layouts/application (204.0ms)
Completed 200 OK in 502ms (Views: 483.2ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:34 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:35 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:35 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:35 -0400


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:11:35 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:11:44 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.022003s
  Rendered races/show.html.erb within layouts/application (197.0ms)
Completed 200 OK in 472ms (Views: 451.2ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:44 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:44 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:45 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:11:45 -0400


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:11:45 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:13:03 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.006999s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.033006s
  Rendered races/show.html.erb within layouts/application (209.0ms)
Completed 200 OK in 483ms (Views: 459.6ms | ActiveRecord: 0.0ms)


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:03 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:04 -0400


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:13:04 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:04 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:04 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:13:51 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.001997s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.036216s
  Rendered races/show.html.erb within layouts/application (240.1ms)
Completed 200 OK in 505ms (Views: 486.1ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:13:52 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:52 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:52 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:52 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:13:52 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:14:58 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002006s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.03201s
  Rendered races/show.html.erb within layouts/application (220.0ms)
Completed 200 OK in 482ms (Views: 466.3ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:14:58 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:14:59 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:14:59 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:14:59 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:14:59 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:15:39 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.001003s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.030001s
  Rendered races/show.html.erb within layouts/application (231.0ms)
Completed 200 OK in 486ms (Views: 477.3ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:15:40 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:15:40 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:15:40 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:15:40 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:15:40 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:21:20 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.003005s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.03211s
  Rendered races/show.html.erb within layouts/application (228.1ms)
Completed 200 OK in 494ms (Views: 476.6ms | ActiveRecord: 0.0ms)


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:21:21 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:21:21 -0400


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:21:21 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:21:21 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:21:21 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:26:16 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.001997s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.034179s
  Rendered races/show.html.erb within layouts/application (255.2ms)
Completed 200 OK in 580ms (Views: 559.3ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:26:16 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:26:17 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:26:17 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:26:17 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:26:17 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:27:28 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.003001s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.033s
  Rendered races/show.html.erb within layouts/application (321.0ms)
Completed 200 OK in 682ms (Views: 661.9ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:27:29 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:27:29 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:27:29 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:27:29 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:27:29 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:28:38 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.012s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.033998s
  Rendered races/show.html.erb within layouts/application (375.0ms)
Completed 200 OK in 675ms (Views: 654.3ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:28:41 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:28:41 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:28:41 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:28:41 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:28:41 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:29:06 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002995s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.020996s
  Rendered races/show.html.erb within layouts/application (261.0ms)
Completed 200 OK in 557ms (Views: 539.3ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:07 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:07 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:07 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:07 -0400


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:29:07 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:29:51 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002004s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.022001s
  Rendered races/show.html.erb within layouts/application (264.0ms)
Completed 200 OK in 576ms (Views: 556.2ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:29:51 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:51 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:52 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:52 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:29:52 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:30:29 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.002996s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"entrant.secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.042001s
  Rendered races/show.html.erb within layouts/application (329.0ms)
Completed 200 OK in 613ms (Views: 593.7ms | ActiveRecord: 0.0ms)


Started GET "/assets/application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1" for 127.0.0.1 at 2017-06-01 08:30:30 -0400


Started GET "/assets/application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1" for 127.0.0.1 at 2017-06-01 08:30:30 -0400


Started GET "/assets/jquery.self-bd7ddd393353a8d2480a622e80342adf488fb6006d667e8b42e4c0073393abee.js?body=1" for 127.0.0.1 at 2017-06-01 08:30:30 -0400


Started GET "/assets/turbolinks.self-1d1fddf91adc38ac2045c51f0a3e05ca97d07d24d15a4dcbf705009106489e69.js?body=1" for 127.0.0.1 at 2017-06-01 08:30:30 -0400


Started GET "/assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1" for 127.0.0.1 at 2017-06-01 08:30:30 -0400


Started GET "/races/569a58b8e301d083c300020a" for 127.0.0.1 at 2017-06-01 08:31:44 -0400
Processing by RacesController#show as HTML
  Parameters: {"id"=>"569a58b8e301d083c300020a"}
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"races", "filter"=>{"_id"=>BSON::ObjectId('569a58b8e301d083c300020a')}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.011s
MONGODB | localhost:27017 | triresults_development.find | STARTED | {"find"=>"results", "filter"=>{"race._id"=>BSON::ObjectId('569a58b8e301d083c300020a')}, "sort"=>{"secs"=>1}}
MONGODB | localhost:27017 | triresults_development.find | SUCCEEDED | 0.031009s
Overwriting existing field _id in class RacerInfo.
  Rendered races/show.html.erb within layouts/application (302.0ms)
Completed 200 OK in 683ms (Views: 553.9ms | ActiveRecord: 0.0ms)


